ObjectID;Numéro du bureau de vote;Libellé du bureau de vote;Adresse;Code Postal;Identifiant du bureau de vote;geo_shape;geo_point_2d
850;30;COLLEGE PIERRE MENDES-FRANCE;24 RUE LE VAU;75020;20-30;"{""type"": ""Point"", ""coordinates"": [2.411159984845177, 48.868058336258436]}";48.8680583363, 2.41115998485
854;34;ECOLE ELEMENTAIRE;4 RUE EUGENE REISZ;75020;20-34;"{""type"": ""Point"", ""coordinates"": [2.410899653787151, 48.856608683527966]}";48.8566086835, 2.41089965379
860;40;ECOLE MATERNELLE;68 RUE VITRUVE;75020;20-40;"{""type"": ""Point"", ""coordinates"": [2.406797215512432, 48.85926120780092]}";48.8592612078, 2.40679721551
863;43;ECOLE MATERNELLE;99 RUE DES PYRENEES;75020;20-43;"{""type"": ""Point"", ""coordinates"": [2.405218259525159, 48.8551501406038]}";48.8551501406, 2.40521825953
871;51;ECOLE ELEMENTAIRE;11 RUE DE LA PLAINE;75020;20-51;"{""type"": ""Point"", ""coordinates"": [2.400509736780815, 48.85004071995319]}";48.85004072, 2.40050973678
872;52;COLLEGE LUCIE FAURE;40 RUE DES PYRENEES;75020;20-52;"{""type"": ""Point"", ""coordinates"": [2.406501329141083, 48.8509089751079]}";48.8509089751, 2.40650132914
879;59;ECOLE ELEMENTAIRE;11 RUE DE LESSEPS;75020;20-59;"{""type"": ""Point"", ""coordinates"": [2.39971564099787, 48.85905211417015]}";48.8590521142, 2.399715641
887;67;ECOLE MATERNELLE;24 RUE DU RETRAIT;75020;20-67;"{""type"": ""Point"", ""coordinates"": [2.393942885474253, 48.868979365079646]}";48.8689793651, 2.39394288547
895;75;ECOLE MATERNELLE;32 RUE DE PALI KAO;75020;20-75;"{""type"": ""Point"", ""coordinates"": [2.382206048084391, 48.870415291937015]}";48.8704152919, 2.38220604808
529;77;ECOLE MATERNELLE;95 RUE BALARD;75015;15-77;"{""type"": ""Point"", ""coordinates"": [2.278654950885262, 48.83778758790267]}";48.8377875879, 2.27865495089
530;78;COLLEGE ANDRE CITROEN;208 RUE SAINT CHARLES;75015;15-78;"{""type"": ""Point"", ""coordinates"": [2.278590248295217, 48.83885957431486]}";48.8388595743, 2.2785902483
535;83;COLLEGE GUILLAUME APOLLINAIRE;du 39 au 43 AVENUE EMILE ZOLA;75015;15-83;"{""type"": ""Point"", ""coordinates"": [2.282679637979421, 48.846571120872085]}";48.8465711209, 2.28267963798
539;87;ECOLE ELEMENTAIRE;56 AVENUE FELIX FAURE;75015;15-87;"{""type"": ""Point"", ""coordinates"": [2.286615494450156, 48.84069866745846]}";48.8406986675, 2.28661549445
545;93;ECOLE ELEMENTAIRE;7 RUE LACORDAIRE;75015;15-93;"{""type"": ""Point"", ""coordinates"": [2.284252029003675, 48.843857866427726]}";48.8438578664, 2.284252029
547;95;COLLEGE GUILLAUME APOLLINAIRE;41 AVENUE EMILE ZOLA;75015;15-95;"{""type"": ""Point"", ""coordinates"": [2.282679637979421, 48.846571120872085]}";48.8465711209, 2.28267963798
548;1;MAIRIE D'ARRONDISSEMENT;71 AVENUE HENRI MARTIN;75016;16-1;"{""type"": ""Point"", ""coordinates"": [2.277138371963876, 48.864035943327984]}";48.8640359433, 2.27713837196
559;12;ECOLE MATERNELLE;5 RUE GUSTAVE ZEDE;75016;16-12;"{""type"": ""Point"", ""coordinates"": [2.272807374568357, 48.85573997086006]}";48.8557399709, 2.27280737457
561;14;ECOLE MATERNELLE;25 RUE DE PASSY;75016;16-14;"{""type"": ""Point"", ""coordinates"": [2.282231595803093, 48.85802951037514]}";48.8580295104, 2.2822315958
563;16;ECOLE ELEMENTAIRE;15 RUE DES BAUCHES;75016;16-16;"{""type"": ""Point"", ""coordinates"": [2.273564903793803, 48.855980141371575]}";48.8559801414, 2.27356490379
570;23;LYCEE D'ETAT JEAN ZAY;10 RUE DU DOCTEUR BLANCHE;75016;16-23;"{""type"": ""Point"", ""coordinates"": [2.265622717063246, 48.85501891878001]}";48.8550189188, 2.26562271706
575;28;ORPHELINS-APPRENTIS D'AUTEUIL;40 RUE JEAN DE LA FONTAINE;75016;16-28;"{""type"": ""Point"", ""coordinates"": [2.27203971894316, 48.85109582895641]}";48.851095829, 2.27203971894
577;30;LYCEE JEAN BAPTISTE SAY;8 RUE CHARDON LAGACHE;75016;16-30;"{""type"": ""Point"", ""coordinates"": [2.267641394419075, 48.8462153432884]}";48.8462153433, 2.26764139442
579;32;LYCEE JEAN BAPTISTE SAY;8 RUE CHARDON LAGACHE;75016;16-32;"{""type"": ""Point"", ""coordinates"": [2.267641394419075, 48.8462153432884]}";48.8462153433, 2.26764139442
586;39;ECOLE ELEMENTAIRE;63 RUE BOILEAU;75016;16-39;"{""type"": ""Point"", ""coordinates"": [2.263046864139128, 48.84271014740742]}";48.8427101474, 2.26304686414
587;40;IUT UNIVERSITE RENE DESCARTES;143 AVENUE DE VERSAILLES;75016;16-40;"{""type"": ""Point"", ""coordinates"": [2.267745908147302, 48.841983342480574]}";48.8419833425, 2.26774590815
590;43;ECOLE ELEMENTAIRE;1 RUE DU SERGENT MAGINOT;75016;16-43;"{""type"": ""Point"", ""coordinates"": [2.255232971085739, 48.84051246083839]}";48.8405124608, 2.25523297109
592;45;ECOLE MATERNELLE;1 RUE DU SERGENT MAGINOT;75016;16-45;"{""type"": ""Point"", ""coordinates"": [2.255232971085739, 48.84051246083839]}";48.8405124608, 2.25523297109
596;49;LYCEE CLAUDE BERNARD;1 AVENUE DU PARC DES PRINCES;75016;16-49;"{""type"": ""Point"", ""coordinates"": [2.254942342930245, 48.84197468693989]}";48.8419746869, 2.25494234293
597;50;ECOLE ELEMENTAIRE;51 RUE MICHEL ANGE;75016;16-50;"{""type"": ""Point"", ""coordinates"": [2.261070241662471, 48.844024391596044]}";48.8440243916, 2.26107024166
604;57;ECOLE ELEMENTAIRE;3 IMPASSE DES BELLES FEUILLES;75016;16-57;"{""type"": ""Point"", ""coordinates"": [2.280760034954807, 48.86883244068675]}";48.8688324407, 2.28076003495
609;62;ECOLE ELEMENTAIRE;54 RUE BOISSIERE;75016;16-62;"{""type"": ""Point"", ""coordinates"": [2.28802596070671, 48.86804537046629]}";48.8680453705, 2.28802596071
613;66;ECOLE ELEMENTAIRE;18 RUE PAUL VALERY;75016;16-66;"{""type"": ""Point"", ""coordinates"": [2.289982456463228, 48.870339661454764]}";48.8703396615, 2.28998245646
625;10;ECOLE MATERNELLE;48 RUE DE SAUSSURE;75017;17-10;"{""type"": ""Point"", ""coordinates"": [2.315250383722957, 48.88519315315591]}";48.8851931532, 2.31525038372
626;11;ECOLE MATERNELLE;48 RUE DE SAUSSURE;75017;17-11;"{""type"": ""Point"", ""coordinates"": [2.315250383722957, 48.88519315315591]}";48.8851931532, 2.31525038372
627;12;ECOLE ELEMENTAIRE;49 RUE LEGENDRE;75017;17-12;"{""type"": ""Point"", ""coordinates"": [2.315967651081746, 48.88525364120642]}";48.8852536412, 2.31596765108
631;16;ECOLE MATERNELLE;24 RUE CHRISTINE DE PISAN;75017;17-16;"{""type"": ""Point"", ""coordinates"": [2.308257075749617, 48.88997703258428]}";48.8899770326, 2.30825707575
640;25;ECOLE ELEMENTAIRE;6 RUE GILBERT CESBRON;75017;17-25;"{""type"": ""Point"", ""coordinates"": [2.313928558770369, 48.893487338610036]}";48.8934873386, 2.31392855877
642;27;ECOLE ELEMENTAIRE;61 RUE DE LA JONQUIERE;75017;17-27;"{""type"": ""Point"", ""coordinates"": [2.320981877437518, 48.894031485737685]}";48.8940314857, 2.32098187744
646;31;ECOLE ELEMENTAIRE;19 RUE DU CAPITAINE LAGACHE;75017;17-31;"{""type"": ""Point"", ""coordinates"": [2.325594520639893, 48.89204001713517]}";48.8920400171, 2.32559452064
649;34;ECOLE ELEMENTAIRE;23 AVENUE DE SAINT OUEN;75017;17-34;"{""type"": ""Point"", ""coordinates"": [2.325928350519073, 48.88905365227409]}";48.8890536523, 2.32592835052
655;40;ECOLE ELEMENTAIRE;40 BOULEVARD DE REIMS;75017;17-40;"{""type"": ""Point"", ""coordinates"": [2.29525869759074, 48.888165762262894]}";48.8881657623, 2.29525869759
656;41;ECOLE MATERNELLE;31 RUE DES RENAUDES;75017;17-41;"{""type"": ""Point"", ""coordinates"": [2.297720768289105, 48.8806986070865]}";48.8806986071, 2.29772076829
665;50;ECOLE ELEMENTAIRE;18 RUE AMPERE;75017;17-50;"{""type"": ""Point"", ""coordinates"": [2.304946091423032, 48.88531855525536]}";48.8853185553, 2.30494609142
666;51;ECOLE MATERNELLE;18 RUE AMPERE;75017;17-51;"{""type"": ""Point"", ""coordinates"": [2.304946091423032, 48.88531855525536]}";48.8853185553, 2.30494609142
679;64;ECOLE MATERNELLE;16 RUE DU COLONEL MOLL;75017;17-64;"{""type"": ""Point"", ""coordinates"": [2.290101066811334, 48.87801285769486]}";48.8780128577, 2.29010106681
685;3;MAIRIE D'ARRONDISSEMENT;1 PLACE JULES JOFFRIN;75018;18-3;"{""type"": ""Point"", ""coordinates"": [2.344687212850018, 48.89230356684379]}";48.8923035668, 2.34468721285
686;4;ECOLE MATERNELLE;77 RUE DU MONT CENIS;75018;18-4;"{""type"": ""Point"", ""coordinates"": [2.343964981242692, 48.89207701187842]}";48.8920770119, 2.34396498124
687;5;ECOLE ELEMENTAIRE;20 RUE HERMEL;75018;18-5;"{""type"": ""Point"", ""coordinates"": [2.344513080947643, 48.891300956600205]}";48.8913009566, 2.34451308095
694;12;ECOLE MATERNELLE;72 RUE CHAMPIONNET;75018;18-12;"{""type"": ""Point"", ""coordinates"": [2.344880357070718, 48.895890847143924]}";48.8958908471, 2.34488035707
701;19;COLLEGE DORGELES;63 RUE DE CLIGNANCOURT;75018;18-19;"{""type"": ""Point"", ""coordinates"": [2.347862036003714, 48.888241915272715]}";48.8882419153, 2.347862036
702;20;GYMNASE RONSARD;2 RUE RONSARD;75018;18-20;"{""type"": ""Point"", ""coordinates"": [2.344306394607543, 48.885013867573846]}";48.8850138676, 2.34430639461
705;23;ECOLE ELEMENTAIRE;1 PLACE SUZANNE VALADON;75018;18-23;"{""type"": ""Point"", ""coordinates"": [2.342390895664881, 48.88466920743103]}";48.8846692074, 2.34239089566
713;31;LYCEE TECHNIQUE AUGUSTE RENOIR;24 RUE GANNERON;75018;18-31;"{""type"": ""Point"", ""coordinates"": [2.328145776341931, 48.88688946236731]}";48.8868894624, 2.32814577634
715;33;COLLEGE ANTOINE COYSEVOX;16 RUE COYSEVOX;75018;18-33;"{""type"": ""Point"", ""coordinates"": [2.329820197913042, 48.89161763130857]}";48.8916176313, 2.32982019791
726;44;ECOLE ELEMENTAIRE;129 RUE BELLIARD;75018;18-44;"{""type"": ""Point"", ""coordinates"": [2.335628785915552, 48.8963492007792]}";48.8963492008, 2.33562878592
738;56;ECOLE ELEMENTAIRE;9 RUE RICHOMME;75018;18-56;"{""type"": ""Point"", ""coordinates"": [2.352469453693816, 48.88632964593298]}";48.8863296459, 2.35246945369
739;57;ECOLE ELEMENTAIRE;9 RUE RICHOMME;75018;18-57;"{""type"": ""Point"", ""coordinates"": [2.352469453693816, 48.88632964593298]}";48.8863296459, 2.35246945369
742;60;COLLEGE AIME CESAIRE;2 ESPLANADE NATHALIE SARRAUTE;75018;18-60;"{""type"": ""Point"", ""coordinates"": [2.361925219341013, 48.88759160391117]}";48.8875916039, 2.36192521934
750;68;ECOLE ELEMENTAIRE;5 RUE PIERRE BUDIN;75018;18-68;"{""type"": ""Point"", ""coordinates"": [2.352728697164876, 48.88968435381306]}";48.8896843538, 2.35272869716
758;8;ECOLE ELEMENTAIRE A;119 AVENUE SIMON BOLIVAR;75019;19-8;"{""type"": ""Point"", ""coordinates"": [2.374187399489408, 48.87983802127309]}";48.8798380213, 2.37418739949
762;12;ECOLE ELEMENTAIRE A;1 RUE DU GENERAL LASALLE;75019;19-12;"{""type"": ""Point"", ""coordinates"": [2.381214745908372, 48.87425637847613]}";48.8742563785, 2.38121474591
763;13;ECOLE ELEMENTAIRE A;1 RUE DU GENERAL LASALLE;75019;19-13;"{""type"": ""Point"", ""coordinates"": [2.381214745908372, 48.87425637847613]}";48.8742563785, 2.38121474591
766;16;ECOLE ELEMENTAIRE;61 RUE DE LA VILLETTE;75019;19-16;"{""type"": ""Point"", ""coordinates"": [2.388081999609589, 48.87841779672445]}";48.8784177967, 2.38808199961
771;21;ECOLE MATERNELLE;53 ALLEE DARIUS MILHAUD;75019;19-21;"{""type"": ""Point"", ""coordinates"": [2.390893248242737, 48.884682638332066]}";48.8846826383, 2.39089324824
779;29;ECOLE ELEMENTAIRE;7 RUE DU GENERAL BRUNET;75019;19-29;"{""type"": ""Point"", ""coordinates"": [2.390258802701287, 48.88026543279302]}";48.8802654328, 2.3902588027
787;37;ECOLE MATERNELLE;2 RUE DES BOIS;75019;19-37;"{""type"": ""Point"", ""coordinates"": [2.395828178076988, 48.877649974005145]}";48.877649974, 2.39582817808
792;42;ECOLE MATERNELLE;21 RUE COLETTE MAGNY;75019;19-42;"{""type"": ""Point"", ""coordinates"": [2.3753344275077373, 48.89537161040177]}";48.8953716104, 2.37533442751
796;46;ECOLE ELEMENTAIRE;160 AVENUE JEAN JAURES;75019;19-46;"{""type"": ""Point"", ""coordinates"": [2.388022518795923, 48.88728920520045]}";48.8872892052, 2.3880225188
797;47;ECOLE MATERNELLE;11 RUE GEORGES THILL;75019;19-47;"{""type"": ""Point"", ""coordinates"": [2.388884799573418, 48.886701692794574]}";48.8867016928, 2.38888479957
802;52;ECOLE ELEMENTAIRE B;105 bis RUE DE L OURCQ;75019;19-52;"{""type"": ""Point"", ""coordinates"": [2.3750753834222, 48.89355839353813]}";48.8935583935, 2.37507538342
804;54;COLLEGE MOZART;7 RUE JOMARD;75019;19-54;"{""type"": ""Point"", ""coordinates"": [2.379308217932162, 48.889575959973186]}";48.88957596, 2.37930821793
811;61;ECOLE MATERNELLE;11 CITE LEPAGE;75019;19-61;"{""type"": ""Point"", ""coordinates"": [2.37135579440961, 48.8804268253403]}";48.8804268253, 2.37135579441
814;64;ECOLE ELEMENTAIRE;9 RUE JOMARD;75019;19-64;"{""type"": ""Point"", ""coordinates"": [2.379581450772344, 48.889712382171915]}";48.8897123822, 2.37958145077
820;70;ECOLE ELEMENTAIRE;17 RUE DE TANGER;75019;19-70;"{""type"": ""Point"", ""coordinates"": [2.368120345203374, 48.885634475462886]}";48.8856344755, 2.3681203452
822;2;SALLE DE QUARTIER;3 bis RUE STENDHAL;75020;20-2;"{""type"": ""Point"", ""coordinates"": [2.4027393637159182, 48.86061439417758]}";48.8606143942, 2.40273936372
828;8;MAIRIE D'ARRONDISSEMENT;6 PLACE GAMBETTA;75020;20-8;"{""type"": ""Point"", ""coordinates"": [2.3989977002640392, 48.865091139066706]}";48.8650911391, 2.39899770026
829;9;ECOLE ELEMENTAIRE;22 RUE OLIVIER METRA;75020;20-9;"{""type"": ""Point"", ""coordinates"": [2.39434026481067, 48.87289260555809]}";48.8728926056, 2.39434026481
836;16;ECOLE ELEMENTAIRE;166 RUE PELLEPORT;75020;20-16;"{""type"": ""Point"", ""coordinates"": [2.39798745618256, 48.873364933535754]}";48.8733649335, 2.39798745618
837;17;ECOLE MATERNELLE;29 RUE DU TELEGRAPHE;75020;20-17;"{""type"": ""Point"", ""coordinates"": [2.399105786469913, 48.873410671920055]}";48.8734106719, 2.39910578647
840;20;ECOLE POLYVALENTE;5 RUE DES TOURELLES;75020;20-20;"{""type"": ""Point"", ""coordinates"": [2.403752411379006, 48.874655884127364]}";48.8746558841, 2.40375241138
843;23;COLLEGE LEON GAMBETTA;149 AVENUE GAMBETTA;75020;20-23;"{""type"": ""Point"", ""coordinates"": [2.402724148029372, 48.86999909749301]}";48.8699990975, 2.40272414803
849;29;ECOLE ELEMENTAIRE;4 RUE PIERRE FONCIN;75020;20-29;"{""type"": ""Point"", ""coordinates"": [2.409389861091104, 48.871347288809254]}";48.8713472888, 2.40938986109
851;31;ECOLE ELEMENTAIRE;20 RUE LE VAU;75020;20-31;"{""type"": ""Point"", ""coordinates"": [2.411209869340893, 48.86753211888488]}";48.8675321189, 2.41120986934
852;32;ECOLE MATERNELLE;8 RUE LE VAU;75020;20-32;"{""type"": ""Point"", ""coordinates"": [2.411400845009952, 48.86636875790794]}";48.8663687579, 2.41140084501
856;36;ECOLE ELEMENTAIRE;5 RUE MOURAUD;75020;20-36;"{""type"": ""Point"", ""coordinates"": [2.407718617836931, 48.85477058025097]}";48.8547705803, 2.40771861784
861;41;ECOLE MATERNELLE;12 ALLEE ALQUIER DEBROUSSE;75020;20-41;"{""type"": ""Point"", ""coordinates"": [2.40837631166207, 48.86126570177756]}";48.8612657018, 2.40837631166
862;42;COLLEGE FLORA TRISTAN;4 RUE GALLERON;75020;20-42;"{""type"": ""Point"", ""coordinates"": [2.404630006899228, 48.858743053032455]}";48.858743053, 2.4046300069
865;45;ECOLE ELEMENTAIRE;3 PASSAGE JOSSEAUME;75020;20-45;"{""type"": ""Point"", ""coordinates"": [2.402765488679684, 48.85475758934428]}";48.8547575893, 2.40276548868
867;47;ECOLE MATERNELLE;91 RUE DE LA REUNION;75020;20-47;"{""type"": ""Point"", ""coordinates"": [2.400255967883782, 48.8564426911443]}";48.8564426911, 2.40025596788
870;50;ECOLE ELEMENTAIRE;9 RUE DE LA PLAINE;75020;20-50;"{""type"": ""Point"", ""coordinates"": [2.399914838220166, 48.84996399983814]}";48.8499639998, 2.39991483822
884;64;ECOLE ELEMENTAIRE;15 RUE SORBIER;75020;20-64;"{""type"": ""Point"", ""coordinates"": [2.392126584581217, 48.866434055787614]}";48.8664340558, 2.39212658458
885;65;ECOLE ELEMENTAIRE;293 RUE DES PYRENEES;75020;20-65;"{""type"": ""Point"", ""coordinates"": [2.394791131401167, 48.8694001761291]}";48.8694001761, 2.3947911314
886;66;ECOLE ELEMENTAIRE;291 RUE DES PYRENEES;75020;20-66;"{""type"": ""Point"", ""coordinates"": [2.394876555031597, 48.869290888920254]}";48.8692908889, 2.39487655503
889;69;COLLEGE COLETTE BESSON;9 RUE DES PANOYAUX;75020;20-69;"{""type"": ""Point"", ""coordinates"": [2.38476605169965, 48.8663667857035]}";48.8663667857, 2.3847660517
893;73;PAVILLON CARRE BAUDOUIN;121 RUE DE MENILMONTANT;75020;20-73;"{""type"": ""Point"", ""coordinates"": [2.39410061821545, 48.86996930836472]}";48.8699693084, 2.39410061822
896;76;ECOLE ELEMENTAIRE;38 RUE DE TOURTILLE;75020;20-76;"{""type"": ""Point"", ""coordinates"": [2.380426216092026, 48.87230792840814]}";48.8723079284, 2.38042621609
520;68;ECOLE MATERNELLE;2 RUE THEODORE DECK;75015;15-68;"{""type"": ""Point"", ""coordinates"": [2.290723308270024, 48.83766552887667]}";48.8376655289, 2.29072330827
528;76;ECOLE POLYVALENTE;3 BOULEVARD DES FRERES VOISIN;75015;15-76;"{""type"": ""Point"", ""coordinates"": [2.268341257335209, 48.827963593955445]}";48.827963594, 2.26834125734
533;81;ECOLE ELEMENTAIRE;50 RUE GUTENBERG;75015;15-81;"{""type"": ""Point"", ""coordinates"": [2.279837789134673, 48.842730879675784]}";48.8427308797, 2.27983778913
536;84;ECOLE ELEMENTAIRE;9 RUE LACORDAIRE;75015;15-84;"{""type"": ""Point"", ""coordinates"": [2.284123606177976, 48.8437108337535]}";48.8437108338, 2.28412360618
540;88;ECOLE MATERNELLE;10 RUE FRANCOIS COPPEE;75015;15-88;"{""type"": ""Point"", ""coordinates"": [2.287597767579657, 48.83992700638746]}";48.8399270064, 2.28759776758
542;90;MACIF;17 PLACE ETIENNE PERNET;75015;15-90;"{""type"": ""Point"", ""coordinates"": [2.292547410164022, 48.84261888356166]}";48.8426188836, 2.29254741016
543;91;MACIF;17 PLACE ETIENNE PERNET;75015;15-91;"{""type"": ""Point"", ""coordinates"": [2.292547410164022, 48.84261888356166]}";48.8426188836, 2.29254741016
549;2;MAIRIE D'ARRONDISSEMENT;71 AVENUE HENRI MARTIN;75016;16-2;"{""type"": ""Point"", ""coordinates"": [2.277138371963876, 48.864035943327984]}";48.8640359433, 2.27713837196
552;5;ECOLE ELEMENTAIRE;10 RUE CHERNOVIZ;75016;16-5;"{""type"": ""Point"", ""coordinates"": [2.281777701028869, 48.85748735254851]}";48.8574873525, 2.28177770103
557;10;COLLEGE SAINT LOUIS DE GONZAGUE;12 RUE BENJAMIN FRANKLIN;75016;16-10;"{""type"": ""Point"", ""coordinates"": [2.285467303319844, 48.859579218984074]}";48.859579219, 2.28546730332
569;22;ECOLE MATERNELLE;18 RUE SERGE PROKOFIEV;75016;16-22;"{""type"": ""Point"", ""coordinates"": [2.268019994208601, 48.85427582397569]}";48.854275824, 2.26801999421
574;27;ORPHELINS-APPRENTIS D'AUTEUIL;40 RUE JEAN DE LA FONTAINE;75016;16-27;"{""type"": ""Point"", ""coordinates"": [2.27203971894316, 48.85109582895641]}";48.851095829, 2.27203971894
578;31;LYCEE JEAN BAPTISTE SAY;8 RUE CHARDON LAGACHE;75016;16-31;"{""type"": ""Point"", ""coordinates"": [2.267641394419075, 48.8462153432884]}";48.8462153433, 2.26764139442
589;42;ECOLE MATERNELLE;1 RUE DU SERGENT MAGINOT;75016;16-42;"{""type"": ""Point"", ""coordinates"": [2.255232971085739, 48.84051246083839]}";48.8405124608, 2.25523297109
593;46;ECOLE ELEMENTAIRE;1 RUE DU SERGENT MAGINOT;75016;16-46;"{""type"": ""Point"", ""coordinates"": [2.255232971085739, 48.84051246083839]}";48.8405124608, 2.25523297109
600;53;GYMNASE HENRY DE MONTHERLANT;32 BOULEVARD LANNES;75016;16-53;"{""type"": ""Point"", ""coordinates"": [2.27210280990352, 48.86751950436509]}";48.8675195044, 2.2721028099
603;56;GYMNASE HENRY DE MONTHERLANT;32 BOULEVARD LANNES;75016;16-56;"{""type"": ""Point"", ""coordinates"": [2.27210280990352, 48.86751950436509]}";48.8675195044, 2.2721028099
618;3;ECOLE ELEMENTAIRE;15 RUE TRUFFAUT;75017;17-3;"{""type"": ""Point"", ""coordinates"": [2.322540242567856, 48.8849302531143]}";48.8849302531, 2.32254024257
624;9;ECOLE MATERNELLE;4 RUE FOURNEYRON;75017;17-9;"{""type"": ""Point"", ""coordinates"": [2.319827375076058, 48.88967602040964]}";48.8896760204, 2.31982737508
633;18;ECOLE ELEMENTAIRE;92 BOULEVARD BESSIERES;75017;17-18;"{""type"": ""Point"", ""coordinates"": [2.318990558662307, 48.89660404023639]}";48.8966040402, 2.31899055866
634;19;ECOLE ELEMENTAIRE;92 BOULEVARD BESSIERES;75017;17-19;"{""type"": ""Point"", ""coordinates"": [2.318990558662307, 48.89660404023639]}";48.8966040402, 2.31899055866
635;20;ECOLE MATERNELLE;1 RUE JACQUES KELLNER;75017;17-20;"{""type"": ""Point"", ""coordinates"": [2.324907364645537, 48.89647898997074]}";48.89647899, 2.32490736465
636;21;ECOLE ELEMENTAIRE;1 RUE JACQUES KELLNER;75017;17-21;"{""type"": ""Point"", ""coordinates"": [2.324907364645537, 48.89647898997074]}";48.89647899, 2.32490736465
637;22;ECOLE ELEMANTAIRE;1 RUE JACQUES KELLNER;75017;17-22;"{""type"": ""Point"", ""coordinates"": [2.324907364645537, 48.89647898997074]}";48.89647899, 2.32490736465
641;26;ECOLE ELEMENTAIRE;61 RUE DE LA JONQUIERE;75017;17-26;"{""type"": ""Point"", ""coordinates"": [2.320981877437518, 48.894031485737685]}";48.8940314857, 2.32098187744
645;30;ECOLE ELEMENTAIRE;23 AVENUE DE SAINT OUEN;75017;17-30;"{""type"": ""Point"", ""coordinates"": [2.325928350519073, 48.88905365227409]}";48.8890536523, 2.32592835052
647;32;ECOLE MATERNELLE;21 RUE DU CAPITAINE LAGACHE;75017;17-32;"{""type"": ""Point"", ""coordinates"": [2.325275514702591, 48.89214408860944]}";48.8921440886, 2.3252755147
648;33;ECOLE ELEMENTAIRE;19 RUE DU CAPITAINE LAGACHE;75017;17-33;"{""type"": ""Point"", ""coordinates"": [2.325594520639893, 48.89204001713517]}";48.8920400171, 2.32559452064
650;35;ECOLE ELEMENTAIRE;8 RUE LECOMTE;75017;17-35;"{""type"": ""Point"", ""coordinates"": [2.320769503704259, 48.888851082142416]}";48.8888510821, 2.3207695037
652;37;ECOLE ELEMENTAIRE;2 RUE DE L ABBE ROUSSELOT;75017;17-37;"{""type"": ""Point"", ""coordinates"": [2.301238357050027, 48.88910185532073]}";48.8891018553, 2.30123835705
662;47;LYCEE CARNOT;145 BOULEVARD MALESHERBES;75017;17-47;"{""type"": ""Point"", ""coordinates"": [2.307843957216669, 48.88447741558528]}";48.8844774156, 2.30784395722
669;54;RESIDENCE DES TERNES;28 RUE BAYEN;75017;17-54;"{""type"": ""Point"", ""coordinates"": [2.293146442622068, 48.880967649366326]}";48.8809676494, 2.29314644262
675;60;ECOLE MATERNELLE;221 BOULEVARD PEREIRE;75017;17-60;"{""type"": ""Point"", ""coordinates"": [2.289375505285555, 48.880454260128]}";48.8804542601, 2.28937550529
681;66;ECOLE ELEMENTAIRE;16 RUE LAUGIER;75017;17-66;"{""type"": ""Point"", ""coordinates"": [2.296831960497336, 48.880259720634875]}";48.8802597206, 2.2968319605
682;67;ECOLE ELEMENTAIRE;16 RUE LAUGIER;75017;17-67;"{""type"": ""Point"", ""coordinates"": [2.296831960497336, 48.880259720634875]}";48.8802597206, 2.2968319605
704;22;ECOLE ELEMENTAIRE;1 PLACE SUZANNE VALADON;75018;18-22;"{""type"": ""Point"", ""coordinates"": [2.342390895664881, 48.88466920743103]}";48.8846692074, 2.34239089566
711;29;ECOLE ELEMENTAIRE;62 RUE LEPIC;75018;18-29;"{""type"": ""Point"", ""coordinates"": [2.333969779067883, 48.88694476234666]}";48.8869447623, 2.33396977907
717;35;ECOLE MATERNELLE;4 SQUARE LAMARCK;75018;18-35;"{""type"": ""Point"", ""coordinates"": [2.335810572366515, 48.89077288923447]}";48.8907728892, 2.33581057237
720;38;ECOLE MATERNELLE;33 RUE DES CLOYS;75018;18-38;"{""type"": ""Point"", ""coordinates"": [2.338471114825456, 48.892896099536564]}";48.8928960995, 2.33847111483
722;40;ECOLE MATERNELLE;4 RUE VAUVENARGUES;75018;18-40;"{""type"": ""Point"", ""coordinates"": [2.334432558656919, 48.89237234841555]}";48.8923723484, 2.33443255866
724;42;COLLEGE HECTOR BERLIOZ;17 RUE GEORGETTE AGUTTE;75018;18-42;"{""type"": ""Point"", ""coordinates"": [2.332815673591279, 48.895814671466276]}";48.8958146715, 2.33281567359
729;47;ECOLE ELEMENTAIRE;7 RUE GUSTAVE ROUANET;75018;18-47;"{""type"": ""Point"", ""coordinates"": [2.340316327408089, 48.89631476048435]}";48.8963147605, 2.34031632741
736;54;ECOLE ELEMENTAIRE;5 RUE PIERRE BUDIN;75018;18-54;"{""type"": ""Point"", ""coordinates"": [2.352728697164876, 48.88968435381306]}";48.8896843538, 2.35272869716
741;59;COLLEGE AIME CESAIRE;2 ESPLANADE NATHALIE SARRAUTE;75018;18-59;"{""type"": ""Point"", ""coordinates"": [2.361925219341013, 48.88759160391117]}";48.8875916039, 2.36192521934
743;61;ECOLE ELEMENTAIRE;2 RUE DE LA GUADELOUPE;75018;18-61;"{""type"": ""Point"", ""coordinates"": [2.362632093354557, 48.890753011055075]}";48.8907530111, 2.36263209335
768;18;ECOLE MATERNELLE;5 RUE DU NOYER DURAND;75019;19-18;"{""type"": ""Point"", ""coordinates"": [2.399123321397876, 48.88673177494376]}";48.8867317749, 2.3991233214
772;22;ECOLE ELEMENTAIRE;40 bis RUE MANIN;75019;19-22;"{""type"": ""Point"", ""coordinates"": [2.390714926746393, 48.88401210254479]}";48.8840121025, 2.39071492675
